vehicle_age,engine_cc,vehicle_value,safety_features,anti_theft,fuel_type,driver_age,driving_experience,license_age,previous_accidents,previous_claims,traffic_violations,usage_type,annual_mileage,previous_insurance,policy_lapses,claim_occurred
4,2500,454782,1,0,3,21,0,0,1,0,1,4,57612,1,0,0
19,1200,3018597,1,0,0,48,26,26,1,0,0,0,57927,1,0,0
2,800,1230569,0,0,0,39,19,19,1,2,0,0,42699,0,0,1
6,1500,1935410,0,0,0,74,54,53,0,0,0,1,42051,1,1,0
13,1500,3277350,0,0,0,70,52,51,1,1,2,1,11265,1,0,0
6,2000,3803236,0,0,1,25,6,6,0,3,1,0,14315,1,1,1
4,1000,1423243,1,0,1,38,18,17,0,0,1,3,43711,1,0,0
4,1200,2214851,0,0,3,32,10,10,0,0,0,0,46614,0,1,0
1,1500,4760157,0,1,4,65,44,44,0,0,1,0,26440,1,0,0
5,1200,543291,1,0,1,71,53,52,1,0,1,0,30822,1,0,0
14,2000,3269841,0,0,1,71,50,50,0,2,0,0,53766,0,0,1
9,1200,2625954,1,0,1,21,0,0,2,0,0,4,19020,1,1,1
6,2000,4110503,0,1,3,59,40,39,0,1,2,0,55093,0,0,0
4,1500,3166292,0,0,1,22,1,0,1,1,2,1,38120,1,1,1
0,2000,2433283,1,0,0,53,34,33,1,2,0,4,19934,1,0,0
12,1200,3006383,1,0,1,19,0,0,0,0,0,3,18986,1,0,0
17,2000,3791609,1,0,0,67,46,45,0,0,1,0,58322,0,0,0
12,1200,1005195,1,0,1,25,4,4,2,0,0,0,41673,1,1,1
17,1500,4745571,1,1,3,64,43,43,0,0,2,2,40289,1,0,0
4,1000,3206699,1,0,1,21,0,0,0,1,1,0,14104,0,1,1
12,1200,1341616,0,0,4,30,10,10,1,0,0,0,54932,1,0,0
3,1200,2913864,1,1,3,31,11,11,1,1,0,3,31823,1,0,1
16,1200,3492811,1,0,0,26,4,4,0,1,4,1,35624,0,0,1
2,2500,745278,0,0,0,45,27,27,0,0,0,4,47390,1,0,0
16,1000,2968622,0,0,0,55,37,37,0,0,1,4,16971,1,0,0
10,2000,4622291,0,1,3,29,10,10,0,0,2,0,22942,0,1,0
19,3000,1088449,0,0,0,45,23,22,1,1,1,1,42079,0,0,1
3,800,3507580,1,0,1,30,12,11,1,0,0,1,38581,0,1,0
1,1500,4725864,1,0,1,38,19,19,0,1,1,0,43111,0,1,1
19,1200,454147,1,0,1,72,51,51,0,1,0,1,44788,1,0,0
15,800,4500835,0,0,0,55,34,34,0,1,2,0,19997,0,0,0
17,1200,3319322,1,1,0,69,51,50,0,0,2,3,45504,1,0,0
7,2500,3666117,0,0,0,43,24,24,0,0,0,4,38830,1,0,0
2,800,1654743,1,1,1,42,23,23,0,0,0,0,20206,1,0,0
8,1500,3612036,1,0,0,39,19,19,0,0,2,1,21561,1,0,0
19,1500,1388599,0,1,2,68,50,50,0,1,1,1,24955,1,1,0
5,2000,1844016,0,1,0,69,49,48,1,0,0,0,40293,0,0,0
9,800,4236396,1,0,1,69,47,46,1,0,1,0,35964,1,1,1
9,1500,467696,1,0,4,25,6,6,0,0,0,3,38436,1,0,0
12,1500,2347542,1,1,1,54,34,34,0,0,2,0,57930,1,0,0
16,1500,3082612,1,0,0,57,38,38,0,0,1,2,19184,0,1,0
8,2500,2595120,0,0,2,62,40,40,0,0,0,1,10416,1,0,0
16,2000,667253,1,1,0,73,53,53,0,1,1,2,58286,1,0,0
8,800,1262200,1,0,0,39,17,16,0,0,0,0,22412,1,0,0
8,1200,950970,0,0,0,30,11,10,0,0,0,3,36909,0,0,0
0,1200,4440762,1,1,0,54,35,34,0,0,0,0,31327,0,0,0
1,1200,849229,1,0,1,31,10,9,0,0,1,4,48218,1,1,0
15,1200,1974213,1,0,1,35,16,16,0,0,1,0,35080,1,0,0
0,1200,4946867,1,0,0,64,43,42,0,1,1,0,49523,0,0,1
9,1200,3609825,1,0,0,50,28,27,1,1,0,0,51396,1,0,0
17,3000,4243811,0,1,0,24,6,6,1,1,0,0,25790,1,0,1
7,800,791564,0,1,0,27,5,5,0,0,0,3,37876,1,0,0
10,2500,4322540,1,0,0,47,26,26,0,1,1,0,37545,0,1,1
1,1200,514326,0,1,0,72,54,53,1,0,0,3,31092,1,0,0
7,1500,1544634,1,0,1,51,30,30,0,0,1,1,6363,1,0,0
7,2000,3269142,1,1,1,62,43,42,0,0,2,1,13565,0,0,0
16,1200,1461360,0,0,0,20,0,0,1,0,0,3,35323,1,0,1
14,1200,4860837,1,0,4,57,39,39,0,0,1,0,12819,0,0,0
16,1200,1158802,1,0,0,29,8,8,0,1,0,0,24779,0,0,0
12,1200,2805423,0,0,1,53,33,32,0,0,1,2,41638,1,0,0
18,2500,2268480,1,0,0,70,50,49,0,0,1,0,20163,1,0,0
4,2000,2079081,1,0,1,48,26,26,0,0,0,0,42484,1,0,0
11,1000,4469276,0,1,1,40,18,17,0,0,0,1,27110,1,0,0
0,1000,1111447,0,1,1,25,7,6,1,0,0,0,32431,1,0,0
4,1200,4745246,0,1,0,18,0,0,1,0,0,1,33850,1,1,1
7,800,4199013,1,0,0,72,53,52,0,1,0,0,43490,1,0,1
12,1500,2154424,1,0,1,52,34,33,0,1,0,0,6220,0,1,0
7,1000,1421756,1,0,1,64,46,46,0,2,1,0,56961,1,0,0
10,1500,1684909,1,0,0,32,14,13,0,0,0,0,44707,1,0,0
0,800,2739248,1,0,0,70,48,48,0,0,1,0,39382,0,1,0
12,1200,4977953,0,0,0,45,27,26,0,0,0,0,56894,0,0,1
18,1500,2975102,1,0,0,29,8,8,0,0,0,0,25025,1,0,0
2,1200,3128477,1,1,0,18,0,0,0,0,0,0,45039,1,0,0
16,3000,4637589,1,1,0,28,9,8,0,0,0,1,28566,1,0,0
4,2000,3101499,0,0,1,68,50,50,0,1,1,0,28919,0,0,0
19,1200,3112295,0,0,1,54,32,32,0,1,2,0,44501,1,0,1
7,800,663688,0,0,1,66,44,43,0,0,1,3,12143,0,0,0
13,2000,4641178,1,0,1,19,0,0,0,1,1,0,22779,1,0,1
3,2500,512730,1,0,1,62,44,44,0,1,2,0,5888,1,1,0
10,2000,1540294,1,1,1,52,34,34,1,0,3,2,39594,1,0,0
19,1000,780405,0,0,4,62,44,44,0,0,0,0,53409,1,0,0
14,3000,1654108,1,0,1,25,3,3,0,0,0,0,8195,0,0,0
18,1200,4135688,1,0,1,48,30,29,1,2,0,0,24871,1,1,1
6,1500,1170376,1,0,3,38,16,15,0,0,0,0,3058,0,2,0
18,2500,1288033,1,0,0,70,48,48,1,0,0,2,9930,1,0,0
18,1000,4263407,1,0,1,62,41,40,0,1,0,0,35751,1,0,0
10,2500,943933,1,0,0,20,0,0,0,1,0,1,11619,0,2,0
4,1200,1745005,1,1,2,42,20,20,0,0,1,0,58618,1,1,0
4,3000,1457235,1,0,1,58,38,37,0,0,0,3,55044,1,0,0
7,1200,3082007,1,0,1,45,24,23,0,3,1,3,38075,1,0,1
9,2500,3779616,0,1,1,45,25,25,0,0,0,0,55173,1,1,0
5,800,702860,1,0,1,19,0,0,0,0,0,1,13599,1,0,0
14,1500,1990305,0,0,1,25,6,5,0,0,0,3,40034,1,0,0
15,1500,1198477,1,0,4,18,0,0,0,1,0,0,42053,1,0,1
16,1200,2670559,1,1,0,38,18,18,0,1,0,1,54816,1,0,1
7,1000,3118353,0,0,3,32,10,9,0,2,1,4,50969,0,0,1
7,1500,4350215,0,0,1,72,54,53,0,0,2,0,17426,1,0,0
8,1000,2021894,0,0,0,25,7,6,0,0,0,2,34559,1,0,1
1,1500,1021768,1,1,0,57,36,36,1,1,0,2,52791,1,0,0
14,1200,2176136,1,0,0,39,17,16,0,0,1,2,26657,1,0,0
17,2500,911786,1,0,3,56,36,35,0,1,0,4,47303,1,0,0
2,800,604707,1,1,0,37,18,17,0,1,0,2,23365,1,0,0
16,1000,2781748,1,0,0,30,12,12,0,0,1,4,44906,1,0,0
3,1000,637606,1,0,1,43,23,23,0,1,2,0,56851,1,0,0
3,1200,1069155,1,1,0,56,38,37,1,1,1,1,21838,1,0,0
13,1000,1191641,0,0,1,24,5,5,1,0,0,0,44796,0,0,0
8,1200,2958650,0,1,0,74,55,55,2,1,1,2,24257,1,0,1
8,2000,2265776,1,0,4,28,6,6,1,0,0,0,54156,1,0,0
17,1500,3573438,0,0,1,48,28,27,0,0,0,0,57330,0,0,0
9,1500,4511964,0,0,2,51,31,30,0,1,1,0,24145,0,0,0
3,800,4304249,1,0,1,28,7,7,3,0,0,0,15705,1,0,1
11,1500,3266046,1,0,0,41,20,20,0,0,0,0,43342,1,1,0
7,1000,4892328,0,1,3,42,23,23,0,0,2,2,17724,1,0,1
1,2000,2491300,1,0,0,68,46,46,2,0,0,1,49635,1,1,0
12,1200,3617299,0,1,0,73,53,52,0,0,0,0,36036,1,0,0
15,1200,4915535,1,0,0,50,28,28,0,0,0,0,57518,1,0,1
1,1200,4527655,1,1,1,46,27,26,0,1,0,3,18058,1,0,0
10,2000,2387444,0,0,0,38,19,19,0,0,0,3,6715,1,0,0
9,1000,3829231,0,0,1,66,45,45,0,0,2,3,43316,1,0,1
14,1500,4568978,1,0,4,50,29,29,0,1,1,4,20800,0,0,0
16,1000,4207087,0,0,1,62,42,41,0,1,0,3,11464,0,1,0
7,1500,2761595,1,0,0,23,1,1,1,0,0,1,51018,1,0,0
17,2500,3408941,0,0,1,54,35,34,1,0,1,0,23316,1,0,1
8,1200,4859287,0,1,3,70,49,49,0,1,1,0,17249,1,0,0
7,1200,4008655,1,1,0,19,0,0,0,0,0,0,14627,1,0,0
13,2500,2199044,1,1,0,59,40,39,0,1,1,3,4628,0,0,0
17,1500,1695943,1,0,0,47,25,25,0,0,0,0,9205,0,0,0
19,1200,4562287,1,1,1,74,56,55,1,0,0,3,33762,1,1,1
19,1500,4620468,1,0,1,45,27,27,1,1,0,0,17214,1,0,1
11,1500,684571,0,0,1,49,28,27,0,0,0,0,59096,0,0,0
18,1000,3944092,1,0,1,70,52,51,0,0,1,0,31810,0,0,0
13,2000,3725546,1,0,1,68,49,48,0,1,0,0,32865,1,0,0
16,1200,574557,0,0,1,44,23,22,0,1,2,0,44660,1,0,0
2,800,4025002,1,0,1,56,34,34,0,0,1,1,52300,1,0,0
6,2000,3100449,1,0,0,39,19,18,0,0,0,2,48655,0,1,1
16,1200,3125597,1,1,0,32,14,13,0,0,0,0,14399,1,0,0
11,1000,3206655,0,1,0,60,42,41,1,0,0,4,47122,1,0,0
8,1500,3358487,1,0,2,55,34,34,0,0,1,0,30920,1,1,0
14,2000,2257124,0,0,1,54,35,34,1,1,0,1,51627,1,0,1
17,2000,4314466,1,1,0,53,35,35,0,0,0,1,55744,1,0,0
12,2500,2140221,0,0,0,55,33,33,0,1,0,3,36946,0,0,0
7,2000,2985255,0,1,1,24,5,4,0,0,0,1,58716,1,0,1
13,800,3520794,0,1,0,48,30,29,0,0,0,0,39963,1,0,0
7,1200,3755000,1,0,0,61,43,43,2,2,0,2,7741,1,0,1
13,2000,2467652,1,0,0,47,25,25,0,0,0,3,21068,0,0,0
6,1200,4546644,0,1,0,31,13,12,0,0,0,3,52436,1,0,1
11,1500,1477798,1,1,0,73,54,53,0,1,0,0,47263,1,0,0
10,1500,4043301,1,0,0,51,31,31,0,0,0,0,14906,0,0,0
10,1200,1283886,0,0,1,69,49,48,0,0,0,1,47842,1,0,0
12,2500,708092,0,0,4,44,26,26,1,0,0,4,12184,1,0,0
17,1500,3132015,1,0,0,40,19,18,0,0,1,1,40589,1,0,0
1,1200,3104188,0,1,0,20,1,1,1,0,0,0,58137,1,0,1
14,3000,4512566,0,1,0,22,2,2,1,0,1,1,25038,0,1,1
19,1200,1450985,1,0,1,59,38,38,1,0,0,0,52072,0,0,0
17,1000,3337707,0,0,1,47,27,26,0,1,0,0,42245,1,0,0
14,1500,2920201,0,1,0,24,3,3,0,0,0,0,20988,1,0,0
18,2000,2818753,0,0,0,58,40,40,0,0,0,0,41414,1,0,0
11,2000,3866597,1,0,1,71,50,49,0,1,0,1,24283,1,0,0
12,2000,3621590,0,0,1,35,17,16,1,0,0,3,9944,0,0,1
10,1500,2514329,1,0,0,74,53,53,0,0,0,0,50666,1,1,0
4,1200,4982898,1,1,0,55,34,33,1,1,1,0,35333,1,0,1
0,2000,4841632,0,1,1,27,6,5,0,0,0,0,3125,0,0,1
2,2000,3926887,1,0,0,61,42,41,0,0,1,4,20073,1,1,0
18,1000,4086997,1,0,0,51,31,30,1,0,1,3,45808,1,0,0
6,1000,3397250,1,0,1,50,29,29,0,0,0,0,21867,1,0,0
11,3000,4749049,1,0,0,49,31,30,0,0,0,1,2656,1,0,0
14,2000,4904136,1,1,2,48,27,27,1,0,0,1,16332,1,0,0
4,2000,2514867,1,0,1,45,26,26,0,0,2,1,42429,1,0,0
14,2000,1870113,0,1,0,21,2,1,0,0,2,3,6114,1,0,0
7,1500,2131422,1,1,1,32,13,13,0,0,0,1,27432,1,1,0
9,1500,2004733,0,0,1,19,0,0,1,1,1,0,4343,1,0,1
15,1500,2854758,0,0,0,40,19,18,0,0,0,1,57593,1,1,0
7,800,3170884,1,0,0,40,19,19,0,1,0,0,25858,1,0,0
0,1500,4506973,1,0,1,52,32,32,0,0,0,0,44611,1,0,0
11,1500,3312823,0,0,1,44,23,22,0,0,0,1,14222,1,0,0
4,1500,646653,0,0,1,43,21,20,1,0,1,0,47880,1,0,0
2,1500,2549309,1,1,0,66,47,46,0,0,0,1,16452,0,1,0
0,1200,521692,0,0,4,51,30,30,0,0,0,3,33930,1,0,0
3,1000,586195,1,1,1,30,10,9,0,1,0,0,20767,1,0,0
7,1200,4156654,1,0,1,57,39,39,1,0,0,0,15336,1,0,0
2,1000,4368521,1,0,1,69,50,50,0,0,2,0,7712,1,1,0
9,1000,2516275,1,0,0,68,47,46,0,2,1,4,47004,1,1,1
1,3000,690958,1,0,4,27,6,6,0,1,0,0,8088,0,0,0
10,1000,1045139,0,0,0,56,38,38,1,0,0,4,38059,1,0,0
9,1200,2773431,0,0,1,43,23,23,0,0,0,4,39918,0,1,1
13,1500,4746869,1,0,0,21,0,0,0,0,1,0,42948,1,0,1
6,1500,4420196,0,0,3,35,17,17,0,0,0,0,33987,1,0,1
1,1000,1048644,0,1,1,52,32,31,1,1,0,1,9878,1,0,0
8,2000,3790366,1,1,1,64,44,43,0,1,1,0,45718,1,1,0
15,2000,4373166,1,1,4,69,48,48,0,0,2,0,35517,1,0,0
12,1000,1787322,0,0,4,34,13,12,0,0,0,0,34099,1,0,0
8,1200,3498896,0,1,0,73,54,54,0,0,0,0,38808,1,0,0
19,2500,3379751,1,1,0,44,23,23,1,0,0,0,57442,0,0,0
3,2000,1994779,0,1,1,25,4,4,0,1,0,2,4123,1,1,0
9,1500,4896242,1,0,4,70,50,50,0,0,0,0,4019,1,0,0
11,800,4675518,1,0,0,64,43,43,0,1,0,4,16234,0,0,0
16,1200,891944,1,1,0,30,9,8,0,0,0,0,43889,0,0,0
13,1500,2899392,0,1,1,63,42,41,0,0,0,4,35151,1,0,0
13,1000,2745624,1,1,0,39,17,16,0,2,0,1,14121,0,0,0
1,1200,4050211,1,0,1,53,31,31,0,0,0,1,43855,0,0,0
19,1500,1509332,1,0,0,60,41,40,0,0,1,4,24421,0,0,0
10,1200,4004918,0,0,1,47,29,29,1,0,0,3,18454,0,1,0
15,2000,4285766,0,1,4,52,32,32,1,0,1,0,59253,1,0,0
18,2000,2628772,1,0,1,68,49,48,0,0,0,1,14541,1,0,0
5,1200,335571,0,0,0,62,42,42,0,0,0,0,18966,1,0,0
18,2000,376752,1,1,1,21,3,3,0,2,1,0,34030,1,0,0
4,1000,760160,1,0,0,30,12,11,0,2,1,0,2235,0,1,0
3,2000,3270741,1,0,1,64,45,45,0,0,3,0,44042,1,1,0
14,1000,3139025,1,1,1,23,1,1,0,0,1,0,20719,1,0,0
3,800,2606955,1,0,1,35,13,12,0,1,2,0,57034,1,0,0
19,1500,2979245,0,0,4,71,49,49,0,0,0,0,39977,1,0,0
9,1200,539185,0,1,0,25,4,4,0,0,0,0,23447,1,0,0
2,2500,4566953,0,1,4,58,37,37,0,0,1,4,3485,0,0,0
4,1200,340910,0,1,0,37,18,17,0,1,0,3,9886,0,0,0
5,1200,3861705,0,0,1,38,17,16,0,1,0,0,45901,1,0,1
7,1500,1558962,1,0,0,49,29,29,0,0,0,2,5006,1,0,0
6,1200,4479308,0,1,0,73,54,54,0,0,0,2,39008,1,0,0
9,1200,572930,0,0,1,49,30,30,0,0,0,2,19720,0,0,0
5,1500,4081332,0,0,0,19,1,1,0,0,0,1,41313,1,0,1
13,2000,2964146,1,0,0,59,41,41,0,0,0,0,28686,0,0,0
3,2000,1196429,1,0,0,19,0,0,0,1,0,1,7465,1,0,0
12,3000,3967594,0,0,1,58,36,35,0,0,0,0,26015,1,1,0
19,1200,789660,0,0,0,49,31,31,0,0,0,1,21621,1,0,0
16,1500,3679082,1,0,1,39,18,18,0,1,1,1,51765,1,0,0
6,1200,1660724,0,1,1,43,24,23,1,0,0,0,9940,0,0,0
3,1500,753850,1,0,0,58,38,37,0,0,1,0,44084,1,0,0
13,1200,2494001,0,0,0,62,43,42,0,1,1,0,5281,1,0,0
2,3000,1494215,1,0,1,27,7,7,0,0,0,3,46342,1,0,0
4,1500,1568069,1,0,1,56,38,38,0,0,0,4,12407,1,0,0
15,2500,2129341,1,1,1,62,40,40,0,0,1,0,21679,1,0,0
19,2000,2359838,1,1,1,22,2,2,0,1,0,1,56222,0,0,1
3,2500,4223890,1,1,0,29,7,7,3,0,0,0,14889,0,0,1
1,2000,4411788,0,1,1,58,38,37,0,0,1,0,41657,1,0,0
17,1200,957620,0,1,0,58,36,36,0,1,0,0,56402,1,1,0
18,1200,3607067,1,0,0,49,29,29,0,2,1,2,38544,1,0,1
18,1200,2413985,0,0,0,67,48,47,0,1,0,4,41248,0,0,0
16,800,4609560,1,0,2,73,54,53,0,0,1,3,39705,1,0,0
13,1500,4690686,1,0,1,57,39,39,0,1,0,0,29260,1,0,0
18,1500,1264233,1,1,4,35,16,15,0,1,0,1,19701,1,0,0
12,1500,2407670,1,0,4,27,6,5,0,0,0,4,58940,1,0,1
11,3000,530684,0,0,4,40,22,22,0,0,1,0,40530,1,0,0
5,2500,2397120,1,0,0,18,0,0,0,0,5,0,58889,1,2,1
3,1000,2815913,0,0,1,70,51,50,0,0,4,0,34107,1,0,0
18,1200,1085254,0,0,0,70,49,48,2,0,1,1,38624,1,0,0
15,1200,3903477,0,1,1,59,37,36,0,0,0,3,10964,0,0,0
12,1200,4614241,0,0,0,54,35,34,0,0,2,0,55500,1,0,1
3,2000,2872034,0,1,0,35,15,14,0,1,1,0,9421,1,0,0
16,1500,1886600,0,1,1,47,25,25,0,1,0,0,56192,1,1,0
0,1500,1390857,1,0,4,36,16,15,1,0,0,1,4269,1,0,0
17,2000,1427927,1,0,1,62,40,39,0,0,0,0,16124,1,0,0
19,2000,3785652,0,1,0,55,35,34,0,1,2,0,13311,1,0,0
16,1000,2790326,1,1,4,34,15,15,0,0,1,0,2059,1,1,0
14,1500,3719590,0,0,0,45,25,25,1,1,0,0,38984,1,0,1
10,1200,3396976,1,0,4,39,20,19,0,0,0,3,26275,1,0,0
12,1200,2493371,1,0,3,63,42,41,0,2,0,0,50592,1,0,0
0,800,3686926,1,0,1,55,35,35,0,1,0,0,53977,1,0,0
16,1200,2821796,0,1,1,49,31,31,0,0,0,1,48468,1,0,0
5,1200,3679095,1,0,1,72,54,54,1,0,0,0,23758,1,0,0
3,1200,4413441,1,0,1,42,22,21,0,0,1,0,7701,1,1,0
19,1500,2110173,1,0,0,65,46,45,0,1,2,0,22058,1,0,0
15,2000,609495,1,1,1,26,4,4,0,0,2,3,58232,0,0,0
14,1000,1263360,1,1,0,53,32,31,1,0,0,0,47846,1,0,0
14,800,2784346,1,0,1,67,47,47,0,1,1,1,24878,1,0,0
5,2000,4022701,1,0,1,54,33,32,0,0,0,3,34121,1,0,0
14,800,3419599,1,0,0,18,0,0,0,0,0,2,2912,1,0,0
13,2500,3965522,0,0,2,46,28,28,0,0,0,0,24405,0,0,0
10,1500,4059563,0,1,0,32,13,13,0,1,2,0,54453,1,0,1
6,1200,2539615,1,0,1,61,42,42,0,0,0,0,15158,0,0,0
8,1000,4365250,1,0,0,63,43,42,1,0,0,0,55632,1,0,0
15,800,3401454,1,0,0,46,25,25,2,0,0,0,19003,1,0,0
4,1000,4906802,0,0,0,38,16,16,2,0,0,0,46196,1,1,1
19,1000,1973215,1,0,0,29,8,8,0,0,0,0,18011,1,0,0
9,1500,1009714,1,0,0,43,21,21,0,0,1,3,4948,1,0,0
17,1000,3463670,1,0,0,62,44,43,0,0,2,0,39314,1,0,0
2,1500,301722,1,1,1,48,27,27,0,0,0,4,8886,1,0,0
12,1500,730036,1,0,1,52,30,29,0,0,0,0,6098,1,0,0
10,1200,2333267,0,0,1,31,10,10,0,0,2,1,28627,1,0,0
16,800,4230785,0,0,1,72,53,53,0,0,0,2,40532,1,2,0
12,800,2353222,0,0,3,24,6,6,0,1,0,2,51769,1,0,1
5,800,4397778,1,0,0,20,0,0,0,0,0,2,6131,1,0,1
16,1500,4339935,0,0,1,70,51,50,1,0,1,0,22071,0,0,1
12,1200,4905914,1,0,3,58,39,38,1,1,1,0,31192,1,0,1
18,2000,3373215,1,0,0,21,3,3,1,0,0,3,22715,0,0,1
18,1200,2312785,0,0,1,19,0,0,0,0,1,1,2376,0,0,0
9,1200,2816837,0,0,1,52,32,32,0,0,0,0,14879,1,0,0
2,1500,2402644,1,1,0,50,30,30,1,0,0,0,32814,1,0,0
13,1500,2513511,1,0,0,54,34,34,0,0,0,1,26211,1,0,0
18,1200,4652868,1,0,1,58,39,39,2,0,0,3,29807,1,0,1
4,1000,3436769,0,0,1,67,46,45,0,0,1,0,48876,1,0,0
4,1500,4113957,1,0,0,30,8,7,0,1,0,4,51513,0,0,1
19,1200,3638787,1,1,1,68,47,46,0,0,1,0,37697,0,0,0
16,1200,821323,1,0,1,68,50,50,0,1,1,1,55496,1,1,0
9,1500,3358711,1,0,0,24,2,2,2,0,1,0,9599,1,1,1
4,1200,591280,1,0,1,56,38,38,0,1,1,2,35136,1,0,0
3,1500,1855282,0,0,1,64,43,42,0,0,0,0,26740,1,0,0
5,1500,2472744,1,0,0,44,26,26,0,1,0,0,25129,1,0,0
3,1500,693931,0,0,1,66,47,47,0,1,0,4,4629,1,0,0
6,1500,4736374,1,0,0,20,0,0,0,1,1,1,9241,1,0,1
6,1500,4225321,0,0,0,34,13,13,0,0,0,0,37345,1,0,0
17,1500,4316413,0,1,0,42,20,19,0,1,0,0,40975,1,1,1
2,2000,1956978,1,0,4,47,25,25,0,0,0,0,34316,1,0,0
0,1200,3469049,0,0,2,72,54,54,0,0,1,0,45888,1,0,0
3,1200,3029945,1,1,1,31,11,11,1,1,0,1,26462,0,1,0
5,2000,849247,1,1,1,46,25,24,0,0,0,0,19428,1,0,0
8,1500,4488170,1,0,0,22,3,3,0,1,0,0,40191,1,1,1
13,800,1816405,1,1,1,24,6,5,0,0,0,0,18149,0,1,0
11,2000,4479511,0,0,0,68,47,46,0,0,1,0,26088,1,0,0
19,800,2986636,0,0,1,36,15,14,0,0,1,3,15856,0,0,0
3,1500,1533198,1,1,2,50,30,30,0,0,0,0,28230,1,1,0
11,2000,1293483,0,1,0,38,16,15,0,1,0,3,42313,1,0,0
9,2500,468280,0,0,1,72,52,51,0,1,2,2,56307,1,0,0
6,800,1319925,1,0,1,68,50,50,0,0,1,1,41934,1,0,0
2,1500,772159,1,1,0,38,20,20,0,0,0,1,37269,1,0,0
13,1200,577460,1,0,1,34,14,14,0,1,0,2,8675,1,0,0
9,1200,2378140,0,1,1,40,19,18,0,0,1,0,33429,1,0,0
15,800,1834535,1,0,1,44,22,22,0,0,0,0,39210,1,0,0
15,1500,4981458,1,0,0,48,30,29,0,1,3,0,48079,1,0,1
9,1200,1809758,0,0,0,32,12,11,0,0,0,1,35146,1,0,0
12,1000,1340775,0,0,4,57,39,38,0,0,1,1,44634,1,0,0
5,1500,1046011,1,0,1,57,35,35,0,0,0,0,41288,1,0,0
11,1500,3520571,0,0,1,18,0,0,0,0,0,0,22727,1,0,1
8,2000,3714581,0,0,0,37,18,18,0,1,0,0,48551,0,0,1
12,2500,3218771,1,1,0,58,37,37,2,0,0,0,54716,1,1,0
3,1200,1391112,0,0,4,51,30,30,0,1,0,3,48312,1,1,0
10,2500,2776068,1,0,0,18,0,0,0,0,0,3,48355,0,0,1
19,2000,1624965,1,0,4,49,27,27,0,0,1,0,11430,1,1,0
17,1200,4343442,1,0,0,65,45,45,0,2,1,3,34836,1,0,1
10,1000,3141419,1,0,0,39,19,19,2,0,0,0,53056,1,0,0
3,1200,1723460,1,1,0,46,24,23,0,0,1,1,46510,1,0,0
17,1200,332286,1,1,1,62,42,42,0,0,0,0,47298,1,0,0
0,1500,2569273,0,1,1,28,7,6,0,0,2,1,5958,1,0,0
6,1500,643045,0,0,4,50,30,29,0,0,0,1,30738,1,0,0
5,1500,3633000,1,1,0,55,35,35,0,1,0,0,31982,1,0,0
14,1500,1689706,1,0,0,18,0,0,0,0,0,0,48398,0,0,1
17,1000,4872790,0,0,1,55,37,36,1,0,2,0,30216,1,0,1
10,2000,1522509,1,0,1,26,7,7,0,0,0,4,28273,1,0,1
19,1200,4684890,1,0,0,30,10,9,0,0,0,0,47918,0,1,1
14,3000,4960508,1,0,0,65,46,45,0,0,1,2,36124,1,0,1
15,1000,2663256,0,0,0,70,51,51,0,1,1,0,35067,1,1,1
6,2500,4796050,0,0,1,69,47,46,0,1,3,2,23358,0,0,1
9,800,2014500,0,0,1,41,19,19,0,0,0,0,49231,1,0,0
11,1000,2140099,1,1,1,53,31,30,0,0,1,0,55371,0,0,0
13,800,2905574,0,1,0,37,19,18,0,1,1,3,20549,0,1,1
4,1500,1935199,1,1,2,60,42,41,1,0,0,0,23101,1,0,0
17,2000,2460716,1,0,0,62,43,43,0,1,0,3,24168,1,0,1
4,1200,2512669,1,0,0,74,55,54,0,1,0,0,56493,1,0,0
2,2500,1282479,0,0,1,18,0,0,0,0,0,1,13344,0,0,0
4,1500,1799406,1,0,1,52,33,33,0,1,1,0,37951,1,0,0
16,1500,3191572,1,1,0,60,39,38,0,0,0,1,45381,1,0,0
18,2000,817103,0,0,4,37,18,17,1,0,3,3,44433,1,0,0
18,1200,4126268,0,1,1,57,35,35,1,2,0,0,36127,1,0,1
11,1200,2969508,0,1,0,18,0,0,0,0,1,3,49637,1,0,1
8,2500,1522322,1,0,1,68,46,45,1,0,0,1,51960,1,1,0
0,2500,1996380,0,1,1,63,41,41,0,0,0,0,13125,0,1,0
17,3000,2567162,0,0,1,67,48,47,0,0,0,3,2098,0,1,0
3,2500,1467016,0,0,4,23,4,3,0,0,1,0,12968,1,0,0
9,1000,2827501,1,1,1,58,38,38,1,0,1,3,10729,1,0,0
6,2000,1032275,1,0,0,43,21,21,1,0,0,0,19515,0,1,0
0,1200,2925780,1,0,1,46,27,26,0,0,0,2,58734,1,0,0
16,3000,2176874,1,0,1,58,39,38,0,1,0,2,37573,0,1,0
1,1200,3822167,1,1,1,32,12,12,0,1,0,0,22640,1,0,0
10,1500,2113028,1,0,0,54,33,32,0,0,1,3,32065,1,0,0
8,1500,4273973,1,1,4,36,14,14,0,0,1,0,55744,0,0,1
6,1200,1553783,0,0,1,73,51,51,1,1,0,3,5031,1,1,0
16,800,2353390,1,0,1,26,6,5,0,0,1,1,59357,1,0,0
16,2000,4896235,1,0,0,58,37,36,0,0,0,0,23271,1,0,0
1,2000,4943422,0,0,1,34,16,16,1,1,1,0,7802,1,0,1
